"","name","city","postalcode","address","url","long","lat"
"6325","SAINT-GERMAIN-DES-PRES","Paris","75006","4 PLACE SAINT-GERMAIN-DES-PRES","https://www.ticketmaster.fr/fr/salle/saint-germain-des-pres/idsite/19357",NA,NA
"6326","PARC DU CHATEAU DE MORNAY","Saint Pierre De L'isle","17330","216 ROUTE DE RIBEMONT MORNAY","https://www.ticketmaster.fr/fr/salle/parc-du-chateau-de-mornay/idsite/19361",NA,NA
"6327","ACCROCAMP - JABLINES","Jablines","77450","L'ILE DE LOISIRS DE JABLINES","https://www.ticketmaster.fr/fr/salle/accrocamp/idsite/18389","1.69227","49.062576"
"6328","PARC ROCHER MISTRAL","La Barben","13330","CHATEAU DE LA BARBEN","https://www.ticketmaster.fr/fr/salle/parc-rocher-mistral/idsite/19394",NA,NA
"6329","LIVE ESCAPE BOX","Nogent Sur Marne","94130","8 RUE JACQUES KABLE","https://www.ticketmaster.fr/fr/salle/live-escape-box/idsite/19376",NA,NA
"6330","CABARET MOUSTACHE","Nouvoitou","35410","7, PARC DE L’ECOTAY","https://www.ticketmaster.fr/fr/salle/cabaret-moustache/idsite/19350",NA,NA
"6331","DOMAINE DES LUGEES - ARES","Ares","33740","ALLEE DU DOMAINE DES LUGEES","https://www.ticketmaster.fr/fr/salle/domaine-des-lugees-ares/idsite/19354",NA,NA
"6332","AUDITORIUM DU CHATEAU DE CAEN","Caen","14000","LE CHATEAU MUSEE DES BEAUX ARTS","https://www.ticketmaster.fr/fr/salle/auditorium-du-chateau-de-caen/idsite/19377",NA,NA
"6333","PASS PATRIMOINE",".",".","PLUS DE 550 LIEUX","https://www.ticketmaster.fr/fr/salle/pass-patrimoine/idsite/19375",NA,NA
"6334","CITE DES CONGRES VALENCIENNES-AUDITORIUM WATTEAU","Anzin","59410","1 ESPACE RIVES CRÉATIVES ESCAUT","https://www.ticketmaster.fr/fr/salle/cite-des-congres-valenciennes/idsite/18836",NA,NA
"6335","SALLE RENE HAVARD","Plesse","44630","8 ROUTE DE GUÉMENÉ","https://www.ticketmaster.fr/fr/salle/salle-rene-havard-plesse/idsite/19368",NA,NA
"6336","THEATRE A L'OUEST","Auray","56400","8 RUE LEVENANT","https://www.ticketmaster.fr/fr/salle/theatre-a-l-ouest-auray/idsite/19391",NA,NA
"6337","AMPHITHEATRE DE LE BROC","Le Broc","06510","186 ROUTE DE NICE","https://www.ticketmaster.fr/fr/salle/amphitheatre-de-le-broc/idsite/19372",NA,NA
"6338","DOMAINE BERTAUD BELIEU","Gassin","83580","635 ROUTE RAMATUELLE","https://www.ticketmaster.fr/fr/salle/domaine-bertaud-belieu-gassin/idsite/19369",NA,NA
"6339","CINECHEQUE",".",".","DIVERS CINEMAS EN FRANCE","https://www.ticketmaster.fr/fr/salle/cinecheque/idsite/19374",NA,NA
"6340","MUSEE HISTORIQUE ST-REMI - CLOITRE","Reims","51100","53, RUE SIMON","https://www.ticketmaster.fr/fr/salle/basilique-st-remi-reims/idsite/7626","4.043426","49.242039"
"6341",NA,NA,NA,NA,NA,NA,NA
"6342",NA,NA,NA,NA,NA,NA,NA
"6343",NA,NA,NA,NA,NA,NA,NA
"6344",NA,NA,NA,NA,NA,NA,NA
